"Gene" "GATAdSY" "GATAdNS" "CG11504SY" "CG11504NS" "Cf2.IISY" "Cf2.IINS" "jimSY" "jimNS" "MitfSY" "MitfNS" "CG5953SY" "CG5953NS" "MadSY" "MadNS" "TrlSY" "TrlNS" "CG3407SY" "CG3407NS" "CG12236.PBSY" "CG12236.PBNS" "HLHmbetaSY" "HLHmbetaNS" "jigr1SY" "jigr1NS" "Deaf1SY" "Deaf1NS" "MedSY" "MedNS" "lolaSY" "lolaNS" "HgtxSY" "HgtxNS" "MetSY" "MetNS" "Aef1SY" "Aef1NS" "netSY" "netNS" "CG3838SY" "CG3838NS" "ExdSY" "ExdNS" "ttk.PFSY" "ttk.PFNS" "CG15601SY" "CG15601NS" "Lag1SY" "Lag1NS" "aseSY" "aseNS" "atoSY" "atoNS" "D19ASY" "D19ANS" "srpSY" "srpNS" "ftz.f1SY" "ftz.f1NS" "brSY" "brNS" "ClkSY" "ClkNS" "lunaSY" "lunaNS" "brkSY" "brkNS" "catoSY" "catoNS" "tgoSY" "tgoNS" "Hr78SY" "Hr78NS" "HandSY" "HandNS" "Fer3SY" "Fer3NS" "AchiSY" "AchiNS" "br.Z4SY" "br.Z4NS" "pnrSY" "pnrNS" "br.Z2SY" "br.Z2NS" "CG9437SY" "CG9437NS" "br.Z1SY" "br.Z1NS" "Eip74EFSY" "Eip74EFNS" "OliSY" "OliNS" "Xrp1SY" "Xrp1NS" "deiSY" "deiNS" "zSY" "zNS" "CtSY" "CtNS" "MioSY" "MioNS" "apSY" "apNS" "EcRSY" "EcRNS" "br.PLSY" "br.PLNS" "lola.PASY" "lola.PANS" "lola.PCSY" "lola.PCNS" "lola.PDSY" "lola.PDNS" "foxoSY" "foxoNS" "Cf2.PASY" "Cf2.PANS" "MaxSY" "MaxNS" "lola.PJSY" "lola.PJNS" "lola.PLSY" "lola.PLNS" "br.PASY" "br.PANS" "lola.POSY" "lola.PONS" "lola.PQSY" "lola.PQNS" "lola.PTSY" "lola.PTNS" "lola.PUSY" "lola.PUNS" "lola.PWSY" "lola.PWNS" "lola.PYSY" "lola.PYNS" "panSY" "panNS" "sqzSY" "sqzNS" "Adf1SY" "Adf1NS" "br.Z3SY" "br.Z3NS" "l.1.scSY" "l.1.scNS" "Cf2.PBSY" "Cf2.PBNS" "kaySY" "kayNS" "CG11294SY" "CG11294NS" "exdSY" "exdNS" "lola.PGSY" "lola.PGNS" "ApSY" "ApNS" "scSY" "scNS" "sdSY" "sdNS" "Length" "Set"
"475" "cv-c" 0.05 0 0.15 0 1.85 0.85 1.2 0 0.2 0 0.1 0 0.2 0 0.05 0 0.1 0 0.85 0.05 0.05 0 0.3 0 2 0.85 0.3 0.05 0.05 0 1.5 0.1 0.25 0 1.15 0.65 0.05 0 0 0 1.15 0.05 0.1 0 0.25 0 0.2 0.1 0 0 0.65 0 0.2 0 0.1 0 0.65 0.05 0.3 0.05 0.05 0 0 0.1 0.2 0.1 0.1 0 0.05 0 0.05 0 0 0 0.05 0 0.65 0.05 5.35 0.5 1.05 0 1 0.25 0.15 0.05 1.3 0.15 0.15 0 0.05 0 0 0 0 0 0.05 0 0.95 0.35 0.3 0 7.3 1.75 0.1 0 0.35 0.05 0.4 0.1 0.2 0 0.1 0 0.4 0.05 0.5 0.05 0 0 0.7 0 0.05 0 0.95 0 0.25 0 0.75 0 0.2 0 0.2 0 0.3 0.05 0.05 0 1.3 0 1.15 0 0.2 0.1 1.4 0.35 0 0 0.05 0 0 0 1.45 0 6.8 0.95 0.1 0.1 1.5 0.15 0 0 0.25 0.05 20 "RNAseq"
"476" "cwo" 0.333 0 0 0 1.667 0.667 0.2 0 0.333 0 0 0 0.2 0 0.867 0 0.2 0 0.867 0.2 0.2 0 0.067 0 2.267 1.133 0.067 0 0.067 0 0.867 0.2 0.867 0 1.533 0.533 0.067 0 0.133 0 0.733 0 0.067 0 0.267 0 0.067 0 0.067 0 0.467 0 0 0 0.533 0 0.2 0 0.067 0 0.067 0 0 0 0.067 0 0.067 0 0.8 0 0 0 0.133 0 0.067 0 0.533 0.067 3.267 0.467 0.4 0 1.267 0.667 0.4 0 1.133 0.2 0 0 0 0 0.267 0 0.133 0 0.067 0 0.8 0.6 0.933 0 5.4 1.867 0 0 0.4 0.067 0.4 0.2 0.2 0.067 0.267 0 0.333 0 0.467 0 0.133 0 0.467 0 0.067 0 0.933 0.067 0.267 0 1.133 0.067 0.133 0 0 0 0.067 0 0.2 0 1.067 0 0 0 0 0.067 1.2 0.8 0 0 0.4 0 0.133 0 0.933 0.067 5.2 1.067 0.267 0.067 1.133 0.067 0.067 0 0.067 0.067 15 "RNAseq"
"477" "CycG" 0.444 0 0 0 1.556 0.556 0 0 0 0 0.222 0 0.222 0 0.111 0 0 0.111 1.222 0.222 0 0 0 0 1.556 1.889 0.222 0.111 0 0 0.333 0.333 0.111 0.111 1 0.222 0.111 0 0.222 0 0.889 0.111 0 0 0.333 0 0 0 0.111 0 0.333 0.111 0 0 0.889 0 0.556 0 0 0 0 0 0.222 0 0.111 0.111 0.222 0 0.222 0 0 0 0 0 0 0 0.556 0.111 2.778 0.333 0.333 0.222 0.333 0.222 0.222 0 0.778 0.111 0.222 0 0 0 0 0 0 0 0 0.111 0.889 0.667 0.222 0 4.222 1.778 0 0.111 0.444 0 0.444 0.111 0.667 0 0.111 0.111 0.667 0.111 0 0 0 0 0.222 0 0 0 0.444 0.111 0.444 0.111 0.556 0 0.111 0 0.111 0 0.444 0 0.111 0 1 0 0 0 0.222 0.222 1.111 0.333 0 0 0.333 0.222 0 0 1 0.111 4.889 0.889 0.333 0 1.333 0.333 0 0 0.111 0 9 "RNAseq"
"478" "Cyp12d1-p" 0 0 0 0 3 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 4 1 0 0 0 0 8 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 18 4 1 0 0 0 3 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 7 0 6 0 0 0 7 1 0 0 0 0 1 "RNAseq"
"479" "Cyp6a16Psi" 0 0 0 0 4 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 2 0 1 0 0 2 0 1 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 1 0 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 1 12 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 12 1 0 0 0 1 0 0 2 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 6 1 1 0 3 0 0 0 0 0 1 "RNAseq"
"480" "Cyt-c-p" 1 0 0 0 3.5 1 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1.5 0 0 0 0 1 0 0 0 0.5 0.5 0 0 0 0 2.5 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 1 0 10 2.5 1 0 0.5 1 0 0 1.5 1 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 7.5 7 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0.5 0 0.5 0 0.5 0 0 0 0 0 1 0.5 0 0 0 0 2 1 0 0 0 0 1 0 0 0 5.5 1.5 0.5 0 1.5 0 0 0 0 0 2 "RNAseq"
"481" "dah" 0 0 0 0 3 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 2 7 0 1 0 2 1 1 1 0 0 2 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 1 0 0 0 0 4 2 2 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 3 4 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 3 0 0 0 1 0 1 1 0 0 0 0 0 0 1 0 3 0 0 1 1 1 0 0 0 0 0 0 1 0 2 1 0 1 1 1 0 0 0 0 1 "RNAseq"
"482" "dally" 0 0 0 0 2.2 0 0.8 0.2 0.2 0 0 0 0 0 0.2 0 0 0 0.8 0 0.2 0 0 0 2.8 0.2 0.2 0 0 0 1.2 0.4 0.8 0 0.6 0.4 0 0 0.2 0 1.2 0.4 0 0 0.6 0 0 0 0 0 0.2 0 0.2 0 0 0 0.2 0 0 0 0.2 0 0.2 0 0 0.2 0.2 0 0 0 0.2 0 0 0 0 0 0.6 0 4.8 0.4 0.6 0 1.4 0.2 0 0 0.8 0.2 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 3 2 0 0 0.2 0 1.6 0 0.4 0.2 0 0 1 0.2 0.4 0.2 0.4 0 0.4 0 0 0 1 0 1 0 0.2 0 0 0 0 0 0.4 0 0.2 0 1 0 0.4 0 0.2 0.2 1 0.2 0 0 0.4 0 0 0 0.6 0 9.8 0.4 0.2 0 1 0.2 0 0 0 0 5 "RNAseq"
"483" "dbe" 0.25 0 0 0 1.75 0.25 0 0 0 0.25 0 0 0 0 0 0.25 0 0 1.25 0.25 0 0 0 0 1.5 0.75 0 0 0.25 0 1.5 0.25 0 0 1 0.75 0 0 0 0 0.5 0 0 0 0.25 0 0 0 0.25 0 0.75 0 0 0 0.5 0 0 0.25 0.25 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0.25 0.25 4.25 0.5 0.75 0 0.5 0.75 0.25 0 0.25 0.5 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 4.25 1.5 0.25 0 0 0.25 0.5 0 0.25 0 0 0 0.5 0 0.25 0 0 0 0.5 0 0 0 0.75 0 0 0 0.25 0 0 0 0 0 0.25 0 0 0 0.5 0 0 0 0 0 1.25 0 0.5 0 0.25 0 0 0 1.5 0 2.25 0.75 0.25 0 1.5 0 0 0 0 0 4 "RNAseq"
"484" "Dbp45A" 0.5 0 0 0 1.5 0 0 0 0 0.5 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 2.5 2 0 0 0 0 0 0 0 1 0 1 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0.5 0.5 0 1.5 0.5 0 0 0.5 0.5 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 2.5 2 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0.5 1 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0.5 0 0 0 0.5 0 3 1.5 0.5 0 0 0 0 0 0 0 2 "RNAseq"
"485" "dco" 0.5 0 0 0 2.5 0.5 0.167 0 0.333 0 0.5 0 0.5 0.167 0.667 0.5 0.167 0 1 0.167 0.167 0 0.5 0 3 2 0.167 0.167 0.167 0 1.167 0.333 0.667 0 0.667 0.833 0 0 0.5 0 1.167 0 0 0.167 0.167 0 0 0 0 0 0.333 0 0 0 0.5 0 0.667 0 0 0 0.167 0 0.167 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0.833 0 6 0.333 1 0 0.5 1 0 0 1.667 0.333 0 0 0 0 0.333 0 0 0 0.5 0 0.833 0.333 0 0 5.167 3.333 0 0 0.333 0 0.667 0.167 0 0 0 0.167 0 0 0.667 0 0.333 0 0.333 0.167 0.167 0.167 0.667 0 0.167 0.167 0.667 0 0.333 0.167 0.333 0.167 0 0 0 0 1 0 0 0 0.167 0.333 1.167 0.833 0 0 0.167 0 0 0 1.333 0.167 7.333 1.167 0.333 0 1.5 0.333 0 0 0.167 0 6 "RNAseq"
"486" "debcl" 0.4 0 0 0 1 0.2 0.2 0 0 0 0 0 0.2 0 0 0 0.2 0 1 0.2 0 0 0.2 0 2.8 0.8 0 0 0 0 1.2 0.2 0.2 0 1 0.6 0.2 0 0.2 0 1.4 0.4 0 0 0 0.2 0 0 0 0 0.4 0.2 0 0 0.4 0 0.2 0 0.2 0 0 0 0 0 0.2 0.2 0.2 0 0 0 0 0 0 0 0 0 0.4 0.2 5 1 1.6 0 0.6 0 0 0 1.8 0.8 0 0 0.2 0 0.4 0 0.2 0 0 0 0.4 0.8 0 0 6.2 3.2 0 0.2 0.4 0 0.6 0 0.4 0 0 0 0.2 0 0.2 0.2 0 0 0.2 0 0 0 0.6 0.2 0 0 0.4 0 0 0 0 0 0.2 0.2 0 0 0.6 0 0 0 0 0.4 1.4 0.6 0 0 0 0 0 0 1.8 0 4.6 0.8 0.2 0 1.8 0 0 0 0 0 5 "RNAseq"
"487" "Den1" 0.5 0 0 0 3 2 2 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 1.5 1 0 0 0 0 1 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0 1 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 6.5 0 1.5 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0.5 0 0 5 4.5 0 0 1 0 0 0.5 1 0 0 0 1 0 0.5 0 0 0 0 0.5 0 0 1 0 0 0 0.5 0 1 0 0 0 0.5 0 0 0 1 0.5 1.5 0 0 0 1.5 1 0 0 0 0.5 0 0 0.5 0 2 2 0 0 2 0 0 0 0 0 2 "RNAseq"
"488" "Dgp-1" 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 1 2 1 0 0 0 3 5 0 0 0 0 1 1 2 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 2 12 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 6 4 1 0 1 0 3 0 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 1 "RNAseq"
"489" "dik" 0.333 0 0 0 1.333 1 0 0 0 0 0.333 0 0 0 0 0 0.333 0 1 0 0 0 0 0 1 1.333 0.333 0 0.333 0 1 0.333 0 0.333 1 0.333 0 0 0 0 1.333 0 0 0 0.333 0.333 0 0 0 0 0.333 0.333 0 0 1 0 1 0 0.333 0 0 0 0 0 0 0.333 0.333 0 0 0 0 0 0 0.667 0.333 0 1 0 4 0.333 1 0 0.667 0.667 0 0 0.667 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 3 0 0 0.333 0 1 0 0.333 0 0 0 0 0 0.333 0 0 0 0.333 0 0 0 1.333 0 0 0.333 0.333 0 0 0 0 0 0 0.333 0 0 0.667 0 0 0 0 0.667 1.667 0.333 0 0 0 0 0 0 1.667 0 3.333 1.333 0.333 0.333 1.667 0 0 0 0 0 3 "RNAseq"
"490" "disp" 0.25 0 0.25 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0.25 0 0.25 0 0.75 0.5 0 0 0 0 3 0.75 0 0 0.25 0.5 0.25 0 0 0 0.5 0 0 0 0.5 0 0 0 0.25 0 0.25 0 0 0 0.5 0 0.5 0.25 0 0 0 0 0.25 0 0.25 0.5 0 0 0 0 0 0.25 0 0 0.25 0 0.75 0.5 5.5 1.25 0.75 0 0.5 0.75 0 0 1 0.25 0.25 0 0.5 0 0 0 0.25 0 0 0.25 0.25 0.25 0 0 3.25 3.75 0 0 0 0.5 0 0 0.25 0 0 0 0 0 0.25 0 0 0 0.25 0 0.25 0 0.75 0 0 0 0.25 0 0 0 0 0 0.25 0 0 0 0.25 0.25 0 0 0 0.25 0.75 0.5 0 0 0 0 0 0 1.5 0.25 1.75 1.75 0.25 0.5 3 0.25 0 0 0.25 0 4 "RNAseq"
"491" "dl" 0.111 0.111 0.222 0 1.889 1 0.333 0 0.222 0 0.333 0 0.222 0 0.444 0.333 0.111 0.111 0.222 0.333 0.222 0 0 0 2 1.444 0 0 0.667 0.111 0.889 0.667 0.667 0 1 1.333 0.222 0 0 0.222 0.667 0.111 0 0 0.556 0.111 0 0 0.333 0 0.222 0 0.111 0 0.222 0.111 0.333 0 0 0 0.222 0 0.222 0 0.111 0.111 0 0 0.778 0 0 0 0 0 0 0 0.556 0.111 4.556 1.222 0.556 0 1.333 0.556 0.333 0 0.556 0.111 0.111 0.111 0 0 0 0 0 0 0.111 0 0.778 0.778 0.222 0 6 3.889 0 0 0.111 0 0.444 0.111 0.444 0 0.111 0 0.333 0.222 0.556 0 0.444 0 0.556 0 0.333 0 0.778 0.111 0 0.111 0.667 0 0.444 0 0.111 0 0.111 0.111 0 0 0.556 0 0.111 0 0.333 0.222 1.222 0.444 0 0 0.444 0 0.222 0 1 0.111 4.889 1.444 0.667 0 1.556 0.333 0.333 0 0.111 0.222 9 "RNAseq"
"493" "DnaJ-1" 0 0 0 0 1.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 1.5 0 0.5 0 0 0 2 1.5 0.5 0 0 0 0 0 0.5 0 0.5 0.5 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.5 0.5 0 0 0.5 0 0 0 1 0 0 0 0.5 0 0.5 0.5 0 0 0.5 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0.5 0 0.5 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 2 0 0.5 0 0 0 0 0 0 0 2 "RNAseq"
"494" "DNApol-alpha180" 0 0 0 0 4 3 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 2 0 1 0 0 1 0 7 0 0 2 0 2 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 10 1 1 0 4 3 1 0 0 4 1 0 0 0 0 0 0 0 0 0 1 1 0 0 11 7 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 3 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 2 3 0 0 0 0 0 0 3 0 13 6 0 0 2 1 0 0 0 0 1 "RNAseq"
"495" "DNApol-epsilon" 0 0 0 0.143 2.429 0.857 0.857 0 0.143 0 0.143 0 0.143 0 0.571 0 0 0 1 0 0 0 0.429 0 2.429 0.714 0.143 0 0 0 0.286 0.143 0.143 0.143 1 1.143 0.143 0 0 0 1.714 0.571 0 0.143 0.286 0 0 0 0 0 0.429 0 0 0 0.286 0 0.429 0 0.143 0 0 0 0 0 0 0.143 0.286 0 0 0 0.143 0 0.286 0 0 0 0.857 0.143 5 0.429 0.714 0 0.429 0.143 0 0 1 0.571 0 0 0.143 0 0 0 0 0 0.143 0 0.857 0.571 0.286 0 5 2.143 0 0 0.286 0 0.714 0 0.857 0 0 0 0 0.143 0.143 0 0 0 0.286 0 0.143 0 0.857 0 0.143 0.143 0.429 0 0 0.143 0 0 0.571 0.143 0 0 2.143 0.143 0.143 0 0 0.143 1.286 0.286 0 0 0.286 0 0 0 0.714 0 6.286 1.571 0.429 0 0.286 0.143 0 0 0.143 0 7 "RNAseq"
"496" "dom" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 1 0 0 0 1 0 1 0 0 0 0 0 3 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 4 0 6 1 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 3 0 3 1 0 0 0 0 0 0 0 0 5 0 1 0 1 0 0 0 1 0 1 "RNAseq"
"497" "dos" 0.375 0.125 0.125 0 2.25 0.5 0.375 0 0.25 0 0.125 0 0.125 0 0.625 0.375 0 0 1.25 0.25 0 0 0.125 0 1.25 0.625 0.25 0 0 0 1.5 0.25 0.375 0 0.75 0.5 0 0 0.125 0.125 1 0.125 0.125 0 0.25 0 0 0 0 0 0.125 0 0.125 0 0.375 0 0.375 0 0.125 0 0.125 0 0.125 0 0 0.125 0 0 0 0 0.125 0 0 0 0.125 0 0.375 0 4.375 0.75 0.25 0 1 0.375 0.125 0 0.875 0.25 0 0 0 0 0 0 0 0 0 0 0.5 0.75 0 0 4.25 2.25 0.125 0 0.125 0 0.625 0.125 0.625 0 0.125 0 0.5 0 0.375 0 0 0 0.375 0.125 0 0 0.375 0 0.125 0.125 0.75 0 0 0 0 0 0.375 0 0.25 0 0.5 0 0.25 0 0.125 0.125 0.625 0.75 0 0 0 0 0.25 0 1.125 0.125 4.875 0.625 0 0 1.5 0.25 0 0 0.125 0 8 "RNAseq"
"498" "dpa" 0 0 0 0 2.6 0.4 0 0 0.6 0 0.2 0 0.4 0 0 0.2 0 0 1 0 0.2 0 0.2 0 3.4 0.8 0 0 0 0 0 0 0 0 1 0.2 0.2 0 0 0 1.2 0.2 0 0 0 0 0 0 0.2 0 1 0 0.2 0 0 0 0.2 0 0 0 0 0 0 0 0.2 0 0.2 0 0.6 0 0 0 0 0 0 0 0.6 0 2.8 0.8 0.6 0 0.8 0.4 0.2 0 0.8 0.2 0 0 0.2 0 0 0 0 0 0 0 0.2 0.4 0 0 4.8 2.2 0 0 0.2 0.2 0.4 0 0 0 0 0 0 0 0.2 0 0 0 0.4 0 0.2 0.2 0.2 0 0 0 0.4 0 0 0.2 0 0 0.4 0 0 0 0.4 0.2 0 0 0.4 0.2 0.4 0.2 0 0 0.2 0 0 0 0.2 0 3.6 0 0.6 0 0.2 0 0.2 0 0 0 5 "RNAseq"
"499" "Dph5" 0.25 0 0 0 0.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0.75 1.25 0 0 0.5 0 1.25 0.5 0 0 0 0 1.5 1 0 0 0 0.5 0 0 0 0 0.75 0 0 0 0 0 0 0.25 0 0 0.25 0 0 0 0.25 0 1 0 0.25 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 1.5 0.25 4 1 0.5 0 1.25 0.5 0.25 0 1.25 0 0.25 0 0 0 0 0 0 0 0 0 0.25 0.75 0 0 4.75 3.5 0 0 0.5 0 0.5 0 1 0.25 0 0 0.25 0 0.25 0 0 0 0.25 0 0 0 0.5 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0.5 0 0.25 0 0 0 1.25 0.5 0 0 0 0 0 0 1.5 0 4 1 0 0 2.5 0 0 0 0 0 4 "RNAseq"
"500" "Droj2" 0 0 0 0 1.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1.5 2 0 0 0 0 1 0 0.5 0 0 0.5 0.5 0 0 0 0 0 0 0 0.5 0 0.5 0.5 0 0 1.5 0 0 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 1 0 0 0 0.5 0.5 4.5 0.5 0 0 2 1.5 0.5 0 1 0.5 0.5 0 0 0 0 0 1 0 0 0.5 0 0.5 0 0 6.5 2 0 0 0 0 1 0.5 0 0 1 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0.5 0 0 0 0 0 1 0 0 0 1.5 0 0 0 0 0 1.5 1 0 0 0 0 0 0 2 0 2.5 4.5 0 0 2 0 0 0 0 0 2 "RNAseq"
"501" "drongo" 0 0 0 0 1.444 0.667 0 0 0.111 0 0.111 0 0.111 0 0.333 0.111 0 0 1.222 0.111 0 0 0.111 0 1.556 1.444 0.111 0 0.222 0 2.667 0.556 0.222 0.111 0.556 0.333 0 0 0.111 0.111 0.889 0.111 0.111 0 0.333 0 0 0 0 0 0.556 0 0.111 0 0 0 0.778 0.111 0.333 0 0 0 0.222 0 0.444 0.222 0.111 0 0.222 0 0.111 0 0 0 0 0 0.556 0.222 4.333 0.444 0.444 0 0.667 0.667 0.222 0 1.111 0.222 0 0 0 0 0 0 0 0 0 0.111 0.667 0.889 0.222 0 6.444 3.333 0.111 0 0.111 0.111 0.556 0.222 0.778 0 0 0.111 0.444 0.111 0.111 0 0 0 0.222 0 0.222 0 0.778 0 0.444 0.111 0.333 0 0.111 0 0.111 0.111 0.556 0.111 0 0 0.889 0.111 0 0 0 0.222 1.222 0.778 0.111 0 0.444 0 0.222 0 2.333 0.222 5.556 1.667 0.333 0 3 0.222 0 0 0 0 9 "RNAseq"
"502" "dyn-p25" 0 0 0 0 3.5 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0.5 0 0 0 1.5 0.5 0 0 2 0.5 0.5 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0.5 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 5 1 1 0 0.5 0.5 0 0 3 0.5 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 9 1.5 0 0 0 0 0 0.5 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0.5 0 0 0.5 1 0 0 0 0 0 0 0 0.5 0 0 0 3.5 0 0.5 0.5 0.5 0 0 0 0 0 0 0 1.5 0 2 0 0 0 2 0 0 0 0.5 0 2 "RNAseq"
"503" "ebi" 0 0 0 0 1 0 0.5 0 0 0 0 0 0 0 1 0 0 0 1 0.5 0 0 0.5 0 3.5 1.5 0 0 0.5 0 0.5 0 0 0 0.5 0 0 0 0 0 1.5 0 0 0 0.5 0 0 0 0 0 1 0 0 0 0 0 1 0.5 0.5 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0.5 2 0 2.5 0 0 0 1.5 0.5 0 0 0 0 0 0 0 0 0 0.5 1 0 0 0 8 4.5 0.5 0 0 0 0 0 1 0 0 0 1 0 0.5 0 0 0 0.5 0 0 0 1 0 0.5 0.5 0 0 0 0 1 0 0 0 0 0 3 0 0.5 0 0 0.5 2.5 1.5 0 0 0 0 0 0 1.5 0 11 1.5 0.5 0.5 3.5 0 0 0 0 0 2 "RNAseq"
